timestamp,site_id,floor,zone_name,sensor_id,temperature_c,humidity_rh,temp_status,humidity_status,alarm_level,alarm_code
2025-01-22T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-05,21.3,35.0,NORMAL,NORMAL,NONE,SYS_OK
2025-01-01T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-06,17.9,26.1,LOW,NORMAL,WARNING,ERR_TEMP_LOW
2025-01-08T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-06,18.2,29.5,NORMAL,NORMAL,NONE,SYS_OK
2025-01-15T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-06,19.0,28.0,NORMAL,NORMAL,NONE,SYS_OK
2025-01-22T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-06,19.0,28.4,NORMAL,NORMAL,NONE,SYS_OK
2025-01-01T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-07,19.1,41.8,NORMAL,NORMAL,NONE,SYS_OK
2025-01-08T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-07,19.3,45.5,NORMAL,NORMAL,NONE,SYS_OK
2025-01-15T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-07,19.6,51.0,NORMAL,NORMAL,NONE,SYS_OK
2025-01-22T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-07,18.8,40.7,NORMAL,NORMAL,NONE,SYS_OK
2025-01-01T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-08,19.2,54.3,NORMAL,NORMAL,NONE,SYS_OK
2025-01-08T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-08,18.8,52.5,NORMAL,NORMAL,NONE,SYS_OK
2025-01-15T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-08,20.1,49.7,NORMAL,NORMAL,NONE,SYS_OK
2025-01-22T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-08,15.9,48.4,LOW,NORMAL,WARNING,ERR_TEMP_LOW
2025-01-01T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-09,20.4,37.7,NORMAL,NORMAL,NONE,SYS_OK
2025-01-08T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-09,19.1,42.8,NORMAL,NORMAL,NONE,SYS_OK
2025-01-15T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-09,18.5,44.2,NORMAL,NORMAL,NONE,SYS_OK
2025-01-22T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-09,19.9,49.0,NORMAL,NORMAL,NONE,SYS_OK
2025-01-01T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-10,19.9,34.2,NORMAL,NORMAL,NONE,SYS_OK
2025-01-08T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-10,18.2,33.5,NORMAL,NORMAL,NONE,SYS_OK
2025-01-15T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-10,20.4,34.3,NORMAL,NORMAL,NONE,SYS_OK
2025-01-22T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-10,18.9,38.2,NORMAL,NORMAL,NONE,SYS_OK
2025-01-01T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-11,20.9,43.1,NORMAL,NORMAL,NONE,SYS_OK
2025-01-08T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-11,19.2,40.8,NORMAL,NORMAL,NONE,SYS_OK
2025-01-15T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-11,21.1,45.2,NORMAL,NORMAL,NONE,SYS_OK
2025-01-22T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-11,23.8,43.9,NORMAL,NORMAL,NONE,SYS_OK
2025-01-01T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-12,18.4,32.5,NORMAL,NORMAL,NONE,SYS_OK
2025-01-08T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-12,19.6,34.7,NORMAL,NORMAL,NONE,SYS_OK
2025-01-15T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-12,18.4,29.0,NORMAL,NORMAL,NONE,SYS_OK
2025-01-22T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-12,19.4,33.1,NORMAL,NORMAL,NONE,SYS_OK
2025-01-01T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-13,24.8,56.9,NORMAL,NORMAL,NONE,SYS_OK
2025-01-08T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-13,25.9,55.9,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-01-15T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-13,25.4,57.3,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-01-22T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-13,22.2,53.6,NORMAL,NORMAL,NONE,SYS_OK
2025-02-01T08:00:00Z,TPE-Plant1,4F,物料區,SEN-01,19.8,43.3,NORMAL,NORMAL,NONE,SYS_OK
2025-02-08T08:00:00Z,TPE-Plant1,4F,物料區,SEN-01,21.2,41.1,NORMAL,NORMAL,NONE,SYS_OK
2025-02-15T08:00:00Z,TPE-Plant1,4F,物料區,SEN-01,16.4,41.1,LOW,NORMAL,WARNING,ERR_TEMP_LOW
2025-02-22T08:00:00Z,TPE-Plant1,4F,物料區,SEN-01,20.8,37.4,NORMAL,NORMAL,NONE,SYS_OK
2025-02-01T08:00:00Z,TPE-Plant1,4F,物料區,SEN-02,21.1,46.0,NORMAL,NORMAL,NONE,SYS_OK
2025-02-08T08:00:00Z,TPE-Plant1,4F,物料區,SEN-02,24.6,42.8,NORMAL,NORMAL,NONE,SYS_OK
2025-02-15T08:00:00Z,TPE-Plant1,4F,物料區,SEN-02,21.4,50.1,NORMAL,NORMAL,NONE,SYS_OK
2025-02-22T08:00:00Z,TPE-Plant1,4F,物料區,SEN-02,21.3,44.9,NORMAL,NORMAL,NONE,SYS_OK
2025-02-01T08:00:00Z,TPE-Plant1,4F,物料區,SEN-03,19.1,32.3,NORMAL,NORMAL,NONE,SYS_OK
2025-02-08T08:00:00Z,TPE-Plant1,4F,物料區,SEN-03,19.3,32.4,NORMAL,NORMAL,NONE,SYS_OK
2025-02-15T08:00:00Z,TPE-Plant1,4F,物料區,SEN-03,20.3,36.0,NORMAL,NORMAL,NONE,SYS_OK
2025-02-22T08:00:00Z,TPE-Plant1,4F,物料區,SEN-03,22.4,36.8,NORMAL,NORMAL,NONE,SYS_OK
2025-02-01T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-04,20.0,28.1,NORMAL,NORMAL,NONE,SYS_OK
2025-02-08T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-04,17.8,33.0,LOW,NORMAL,WARNING,ERR_TEMP_LOW
2025-02-15T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-04,20.6,27.0,NORMAL,NORMAL,NONE,SYS_OK
2025-02-22T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-04,19.5,33.8,NORMAL,NORMAL,NONE,SYS_OK
2025-02-01T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-05,23.3,42.1,NORMAL,NORMAL,NONE,SYS_OK
2025-02-08T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-05,21.1,38.4,NORMAL,NORMAL,NONE,SYS_OK
2025-02-15T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-05,19.1,40.6,NORMAL,NORMAL,NONE,SYS_OK
2025-02-22T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-05,20.7,46.1,NORMAL,NORMAL,NONE,SYS_OK
2025-02-01T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-06,18.1,30.0,NORMAL,NORMAL,NONE,SYS_OK
2025-02-08T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-06,16.6,27.8,LOW,NORMAL,WARNING,ERR_TEMP_LOW
2025-02-15T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-06,19.4,31.5,NORMAL,NORMAL,NONE,SYS_OK
2025-02-22T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-06,21.2,28.9,NORMAL,NORMAL,NONE,SYS_OK
2025-02-01T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-07,19.3,47.4,NORMAL,NORMAL,NONE,SYS_OK
2025-02-08T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-07,21.8,47.5,NORMAL,NORMAL,NONE,SYS_OK
2025-02-15T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-07,19.9,49.4,NORMAL,NORMAL,NONE,SYS_OK
2025-02-22T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-07,21.1,48.1,NORMAL,NORMAL,NONE,SYS_OK
2025-02-01T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-08,20.9,53.8,NORMAL,NORMAL,NONE,SYS_OK
2025-02-08T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-08,19.4,58.5,NORMAL,NORMAL,NONE,SYS_OK
2025-02-15T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-08,19.4,51.1,NORMAL,NORMAL,NONE,SYS_OK
2025-02-22T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-08,19.2,56.4,NORMAL,NORMAL,NONE,SYS_OK
2025-02-01T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-09,20.2,45.6,NORMAL,NORMAL,NONE,SYS_OK
2025-02-08T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-09,21.8,42.5,NORMAL,NORMAL,NONE,SYS_OK
2025-02-15T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-09,17.4,44.9,LOW,NORMAL,WARNING,ERR_TEMP_LOW
2025-02-22T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-09,20.3,42.2,NORMAL,NORMAL,NONE,SYS_OK
2025-02-01T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-10,21.3,39.8,NORMAL,NORMAL,NONE,SYS_OK
2025-02-08T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-10,18.5,39.6,NORMAL,NORMAL,NONE,SYS_OK
2025-02-15T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-10,19.7,33.6,NORMAL,NORMAL,NONE,SYS_OK
2025-02-22T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-10,20.7,37.9,NORMAL,NORMAL,NONE,SYS_OK
2025-02-01T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-11,21.9,47.6,NORMAL,NORMAL,NONE,SYS_OK
2025-02-08T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-11,23.7,44.3,NORMAL,NORMAL,NONE,SYS_OK
2025-02-15T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-11,23.6,49.0,NORMAL,NORMAL,NONE,SYS_OK
2025-02-22T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-11,21.9,47.1,NORMAL,NORMAL,NONE,SYS_OK
2025-02-01T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-12,19.0,40.8,NORMAL,NORMAL,NONE,SYS_OK
2025-02-08T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-12,16.2,36.1,LOW,NORMAL,WARNING,ERR_TEMP_LOW
2025-02-15T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-12,18.5,33.7,NORMAL,NORMAL,NONE,SYS_OK
2025-02-22T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-12,21.9,34.0,NORMAL,NORMAL,NONE,SYS_OK
2025-02-01T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-13,27.4,57.7,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-02-08T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-13,24.5,57.5,NORMAL,NORMAL,NONE,SYS_OK
2025-02-15T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-13,23.0,59.2,NORMAL,NORMAL,NONE,SYS_OK
2025-02-22T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-13,23.6,59.6,NORMAL,NORMAL,NONE,SYS_OK
2025-03-01T08:00:00Z,TPE-Plant1,4F,物料區,SEN-01,19.8,49.0,NORMAL,NORMAL,NONE,SYS_OK
2025-03-08T08:00:00Z,TPE-Plant1,4F,物料區,SEN-01,22.7,48.2,NORMAL,NORMAL,NONE,SYS_OK
2025-03-15T08:00:00Z,TPE-Plant1,4F,物料區,SEN-01,21.5,43.9,NORMAL,NORMAL,NONE,SYS_OK
2025-03-22T08:00:00Z,TPE-Plant1,4F,物料區,SEN-01,27.7,40.4,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-03-01T08:00:00Z,TPE-Plant1,4F,物料區,SEN-02,22.8,48.4,NORMAL,NORMAL,NONE,SYS_OK
2025-03-08T08:00:00Z,TPE-Plant1,4F,物料區,SEN-02,25.7,52.1,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-03-15T08:00:00Z,TPE-Plant1,4F,物料區,SEN-02,26.9,49.2,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-03-22T08:00:00Z,TPE-Plant1,4F,物料區,SEN-02,22.6,48.7,NORMAL,NORMAL,NONE,SYS_OK
2025-03-01T08:00:00Z,TPE-Plant1,4F,物料區,SEN-03,23.9,41.4,NORMAL,NORMAL,NONE,SYS_OK
2025-03-08T08:00:00Z,TPE-Plant1,4F,物料區,SEN-03,19.1,39.9,NORMAL,NORMAL,NONE,SYS_OK
2025-03-15T08:00:00Z,TPE-Plant1,4F,物料區,SEN-03,24.1,46.4,NORMAL,NORMAL,NONE,SYS_OK
2025-03-22T08:00:00Z,TPE-Plant1,4F,物料區,SEN-03,22.8,40.9,NORMAL,NORMAL,NONE,SYS_OK
2025-03-01T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-04,19.1,33.5,NORMAL,NORMAL,NONE,SYS_OK
2025-03-08T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-04,21.1,37.5,NORMAL,NORMAL,NONE,SYS_OK
2025-03-15T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-04,21.9,34.6,NORMAL,NORMAL,NONE,SYS_OK
2025-03-22T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-04,19.3,33.7,NORMAL,NORMAL,NONE,SYS_OK
2025-03-01T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-05,22.3,45.9,NORMAL,NORMAL,NONE,SYS_OK
2025-03-08T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-05,20.5,43.0,NORMAL,NORMAL,NONE,SYS_OK
2025-03-15T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-05,24.7,48.6,NORMAL,NORMAL,NONE,SYS_OK
2025-03-22T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-05,24.1,47.0,NORMAL,NORMAL,NONE,SYS_OK
2025-03-01T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-06,21.4,30.8,NORMAL,NORMAL,NONE,SYS_OK
2025-03-08T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-06,21.0,37.6,NORMAL,NORMAL,NONE,SYS_OK
2025-03-15T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-06,23.5,34.5,NORMAL,NORMAL,NONE,SYS_OK
2025-03-22T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-06,27.0,32.9,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-03-01T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-07,24.9,50.9,NORMAL,NORMAL,NONE,SYS_OK
2025-03-08T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-07,23.7,56.9,NORMAL,NORMAL,NONE,SYS_OK
2025-03-15T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-07,26.3,45.8,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-03-22T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-07,23.4,51.3,NORMAL,NORMAL,NONE,SYS_OK
2025-03-01T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-08,23.2,52.0,NORMAL,NORMAL,NONE,SYS_OK
2025-03-08T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-08,18.6,50.3,NORMAL,NORMAL,NONE,SYS_OK
2025-03-15T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-08,21.9,55.7,NORMAL,NORMAL,NONE,SYS_OK
2025-03-22T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-08,22.5,53.7,NORMAL,NORMAL,NONE,SYS_OK
2025-03-01T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-09,21.2,41.9,NORMAL,NORMAL,NONE,SYS_OK
2025-03-08T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-09,23.5,49.1,NORMAL,NORMAL,NONE,SYS_OK
2025-03-15T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-09,24.5,50.4,NORMAL,NORMAL,NONE,SYS_OK
2025-03-22T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-09,22.7,52.0,NORMAL,NORMAL,NONE,SYS_OK
2025-03-01T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-10,22.8,40.0,NORMAL,NORMAL,NONE,SYS_OK
2025-03-08T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-10,22.2,40.2,NORMAL,NORMAL,NONE,SYS_OK
2025-03-15T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-10,19.8,42.5,NORMAL,NORMAL,NONE,SYS_OK
2025-03-22T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-10,23.4,40.9,NORMAL,NORMAL,NONE,SYS_OK
2025-03-01T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-11,24.9,51.1,NORMAL,NORMAL,NONE,SYS_OK
2025-03-08T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-11,28.6,50.1,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-03-15T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-11,25.2,48.2,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-03-22T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-11,25.9,46.2,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-03-01T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-12,21.8,38.2,NORMAL,NORMAL,NONE,SYS_OK
2025-03-08T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-12,24.8,40.8,NORMAL,NORMAL,NONE,SYS_OK
2025-03-15T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-12,23.6,35.9,NORMAL,NORMAL,NONE,SYS_OK
2025-03-22T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-12,23.0,34.6,NORMAL,NORMAL,NONE,SYS_OK
2025-03-01T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-13,27.5,64.3,HIGH,HIGH,CRITICAL,ERR_BOTH_HIGH
2025-03-08T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-13,25.9,69.0,HIGH,HIGH,CRITICAL,ERR_BOTH_HIGH
2025-03-15T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-13,27.9,57.3,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-03-22T08:00:00Z,TPE-Plant1,4F,包裝出區,SEN-13,27.8,61.8,HIGH,HIGH,CRITICAL,ERR_BOTH_HIGH
2025-04-01T08:00:00Z,TPE-Plant1,4F,物料區,SEN-01,25.0,48.4,NORMAL,NORMAL,NONE,SYS_OK
2025-04-08T08:00:00Z,TPE-Plant1,4F,物料區,SEN-01,25.6,40.9,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-04-15T08:00:00Z,TPE-Plant1,4F,物料區,SEN-01,23.3,49.3,NORMAL,NORMAL,NONE,SYS_OK
2025-04-22T08:00:00Z,TPE-Plant1,4F,物料區,SEN-01,27.0,52.7,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-04-01T08:00:00Z,TPE-Plant1,4F,物料區,SEN-02,29.7,47.8,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-04-08T08:00:00Z,TPE-Plant1,4F,物料區,SEN-02,28.2,48.3,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-04-15T08:00:00Z,TPE-Plant1,4F,物料區,SEN-02,29.4,54.8,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-04-22T08:00:00Z,TPE-Plant1,4F,物料區,SEN-02,25.3,60.0,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-04-01T08:00:00Z,TPE-Plant1,4F,物料區,SEN-03,25.0,38.3,NORMAL,NORMAL,NONE,SYS_OK
2025-04-08T08:00:00Z,TPE-Plant1,4F,物料區,SEN-03,24.4,41.8,NORMAL,NORMAL,NONE,SYS_OK
2025-04-15T08:00:00Z,TPE-Plant1,4F,物料區,SEN-03,24.2,42.6,NORMAL,NORMAL,NONE,SYS_OK
2025-04-22T08:00:00Z,TPE-Plant1,4F,物料區,SEN-03,26.1,39.7,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-04-01T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-04,23.5,45.4,NORMAL,NORMAL,NONE,SYS_OK
2025-04-08T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-04,21.8,40.6,NORMAL,NORMAL,NONE,SYS_OK
2025-04-15T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-04,23.3,37.9,NORMAL,NORMAL,NONE,SYS_OK
2025-04-22T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-04,24.0,40.3,NORMAL,NORMAL,NONE,SYS_OK
2025-04-01T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-05,24.6,53.3,NORMAL,NORMAL,NONE,SYS_OK
2025-04-08T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-05,27.2,47.5,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-04-15T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-05,25.0,45.6,NORMAL,NORMAL,NONE,SYS_OK
2025-04-22T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-05,27.8,47.6,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-04-01T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-06,24.7,36.4,NORMAL,NORMAL,NONE,SYS_OK
2025-04-08T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-06,24.9,36.7,NORMAL,NORMAL,NONE,SYS_OK
2025-04-15T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-06,25.1,36.5,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-04-22T08:00:00Z,TPE-Plant1,4F,組裝區,SEN-06,25.2,39.0,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-04-01T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-07,25.8,51.4,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-04-08T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-07,24.6,51.8,NORMAL,NORMAL,NONE,SYS_OK
2025-04-15T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-07,24.5,56.6,NORMAL,NORMAL,NONE,SYS_OK
2025-04-22T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-07,25.9,58.7,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-04-01T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-08,27.4,60.1,HIGH,HIGH,CRITICAL,ERR_BOTH_HIGH
2025-04-08T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-08,21.7,58.9,NORMAL,NORMAL,NONE,SYS_OK
2025-04-15T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-08,23.9,55.5,NORMAL,NORMAL,NONE,SYS_OK
2025-04-22T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-08,23.6,60.9,NORMAL,HIGH,WARNING,ERR_HUMID_HIGH
2025-04-01T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-09,24.3,49.7,NORMAL,NORMAL,NONE,SYS_OK
2025-04-08T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-09,23.9,57.4,NORMAL,NORMAL,NONE,SYS_OK
2025-04-15T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-09,24.8,49.5,NORMAL,NORMAL,NONE,SYS_OK
2025-04-22T08:00:00Z,TPE-Plant1,4F,測試區1,SEN-09,24.4,54.9,NORMAL,NORMAL,NONE,SYS_OK
2025-04-01T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-10,24.0,47.4,NORMAL,NORMAL,NONE,SYS_OK
2025-04-08T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-10,26.1,48.2,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-04-15T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-10,27.1,44.3,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-04-22T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-10,26.7,43.6,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
2025-04-01T08:00:00Z,TPE-Plant1,4F,測試區2,SEN-11,27.4,57.6,HIGH,NORMAL,WARNING,ERR_TEMP_HIGH
